GUID,Id,Kostengruppe,Best_Predicted_Kostengruppe
d6df8452-e36f-4242-ad8a-884bf378a6e5-0059c31d,5882653,342,342
94fc5799-9589-4442-8681-1ed62493cf20-009ce22f,10281519,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce22d,10281517,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce22e,10281518,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce22b,10281515,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce22c,10281516,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce22a,10281514,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce228,10281512,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce229,10281513,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce226,10281510,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce227,10281511,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce224,10281508,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce225,10281509,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce222,10281506,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce223,10281507,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce220,10281504,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce221,10281505,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea21,10283553,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cea20,10283552,345,345
b8e256c7-68c6-418f-bf6c-f33914340c2e-008534bc,8729788,335,335
212aedeb-acb5-40cd-8ba4-3d6d8d045980-00785a98,7887512,346,346
3795c249-b512-4efb-9acb-a8afff06195e-009d103e,10293310,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d103d,10293309,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d103a,10293306,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d103c,10293308,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d103b,10293307,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1035,10293301,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1034,10293300,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1037,10293303,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1036,10293302,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1033,10293299,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1032,10293298,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1039,10293305,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d1038,10293304,345,345
71c2ea3e-d703-4227-a21e-511ce8f5b9b6-0057208b,5709963,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d51,8469841,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d52,8469842,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d55,8469845,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d56,8469846,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813d57,8469847,346,346
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5433,6247475,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5434,6247476,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5435,6247477,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5436,6247478,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5d3a,6249786,331,331
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5d3b,6249787,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5d3c,6249788,335,335
25fbc5f3-9a04-4a4e-bf60-d5bdaaa5c5e6-005f5d39,6249785,331,331
60408cf8-cc17-46e6-920c-4e0575d2eb5f-005fbfdc,6275036,335,335
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab8,6007480,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab9,6007481,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab2,6007474,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab3,6007475,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab0,6007472,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005baab1,6007473,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b6,6007222,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b7,6007223,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b4,6007220,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b5,6007221,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b2,6007218,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b3,6007219,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b0,6007216,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b1,6007217,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b8,6007224,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9b9,6007225,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9bf,6007231,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9bd,6007229,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9be,6007230,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9bb,6007227,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba9ba,6007226,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3bd,6005693,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3be,6005694,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3bf,6005695,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3bb,6005691,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba3bc,6005692,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b8,6005432,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b5,6005429,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b4,6005428,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b7,6005431,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b6,6005430,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b1,6005425,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b0,6005424,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b3,6005427,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005ba2b2,6005426,345,345
bc674bf0-292e-456e-ae54-b99087045479-006edbee,7265883,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbed,7265882,335,335
bc674bf0-292e-456e-ae54-b99087045479-006edbec,7265881,335,335
04b1094a-088e-4bde-bdc7-c853898aeed9-009c68f6,10250486,345,345
1f64f170-17e8-4c9f-b793-76accf47b9b3-00903a40,9452096,346,346
a2d24152-9390-45ba-ae24-75f4561b06b0-009cc85e,10274910,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cc957,10275159,345,345
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a9,8419497,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a8,8419496,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a1,8419489,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a2,8419490,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a5,8419493,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a7,8419495,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078a6,8419494,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078aa,8419498,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-008078ab,8419499,346,346
0a8e2206-4dee-435e-875b-8ec147482e86-007274f5,7501045,345,345
0a8e2206-4dee-435e-875b-8ec147482e86-007274f6,7501046,345,345
0a8e2206-4dee-435e-875b-8ec147482e86-007274f7,7501047,345,345
0a8e2206-4dee-435e-875b-8ec147482e86-007274f8,7501048,345,345
e418cc40-f1c3-4552-a1f3-b795bc8ed17f-006900e7,6882495,345,345
be4d2bb9-555b-43de-a812-6ec9189d168c-009ae734,10151732,336,336
34797bc6-903c-4b2d-baba-567340fc3205-009b2895,10168469,345,345
34797bc6-903c-4b2d-baba-567340fc3205-009b219e,10166686,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cbf41,10272577,345,345
b7644838-7b3f-47f9-bb7e-9b674dee5c8a-005879cb,5798347,331,331
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681647,6821447,341,341
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681547,6821191,346,346
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681546,6821190,346,346
b3993a0a-e561-4037-959e-53e57bb6f89d-005ebffa,6209530,335,335
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078a7c8,7907272,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078a8c6,7907526,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078aec8,7909064,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078afc2,7909314,346,346
f81faf20-b1f6-4e10-b25f-2a3aadff39f0-00733650,7550544,345,345
f81faf20-b1f6-4e10-b25f-2a3aadff39f0-00733651,7550545,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067d55f,6804831,341,341
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c78,6003832,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c79,6003833,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c74,6003828,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c75,6003829,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c76,6003830,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c77,6003831,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c70,6003824,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c71,6003825,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c72,6003826,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c73,6003827,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7d,6003837,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7e,6003838,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7f,6003839,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7a,6003834,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7b,6003835,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c7c,6003836,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9578,6002040,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9579,6002041,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9572,6002034,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9573,6002035,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9570,6002032,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9571,6002033,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9576,6002038,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9577,6002039,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9574,6002036,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9575,6002037,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957b,6002043,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957c,6002044,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957a,6002042,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957f,6002047,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957d,6002045,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b957e,6002046,346,346
d4996a23-ae07-4de8-8c28-10b1f40a7bbf-0099ba66,10074726,345,345
bc674bf0-292e-456e-ae54-b99087045479-006ef326,7271206,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef324,7271204,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef322,7271202,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef320,7271200,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef328,7271208,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef32e,7271214,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef32a,7271210,335,335
61cc226a-d50e-4c74-9a8a-d785ed9208ca-007f8c41,8358977,346,346
ce697534-5893-478b-9404-efc0fa094def-007335e1,7550433,345,345
ce697534-5893-478b-9404-efc0fa094def-007335e0,7550432,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6b,6000235,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6c,6000236,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6a,6000234,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6f,6000239,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6d,6000237,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e6e,6000238,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e68,6000232,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e69,6000233,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e62,6000226,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e63,6000227,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e60,6000224,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e61,6000225,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e66,6000230,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e67,6000231,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e64,6000228,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e65,6000229,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904736,9455414,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904737,9455415,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904734,9455412,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904735,9455413,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904732,9455410,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904733,9455411,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904730,9455408,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00904731,9455409,346,346
1f7dda17-8368-4b30-a8c5-c1090db46409-009c3f28,10239784,345,345
f4a5c897-2897-4154-b6a8-73301bdccea7-00a831df,11022815,335,335
1073c111-df3a-40ad-8e48-8203978be9ca-009b0002,10158082,336,336
34797bc6-903c-4b2d-baba-567340fc3205-009b284c,10168396,345,345
34797bc6-903c-4b2d-baba-567340fc3205-009b2a43,10168899,336,336
7f065e33-b28a-42a5-aeb9-6e6f30dbee16-009b0b4b,10160971,345,345
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681b9e,6822814,341,341
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681b9a,6822810,341,341
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681b96,6822806,341,341
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681b92,6822802,341,341
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8008,5996552,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8009,5996553,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8002,5996546,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8003,5996547,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8000,5996544,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8001,5996545,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8006,5996550,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8007,5996551,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8004,5996548,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8005,5996549,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800b,5996555,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800c,5996556,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800a,5996554,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800f,5996559,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800d,5996557,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b800e,5996558,346,346
2538bda8-fe4a-4d66-a6b5-af741130a9f7-0084e901,8710401,335,335
34797bc6-903c-4b2d-baba-567340fc3205-009b3a5b,10173019,345,345
34797bc6-903c-4b2d-baba-567340fc3205-009b3b56,10173270,345,345
10fb685c-d406-4115-b7b8-5f41dc4f461c-00a88255,11043413,345,345
10fb685c-d406-4115-b7b8-5f41dc4f461c-00a8875b,11044699,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c801d,10256413,345,345
6319cd97-bafd-45ed-92fc-f175f957a4e4-0056c7e7,5687271,342,342
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b745f,5993567,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b745d,5993565,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b745e,5993566,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b745c,5993564,331,331
475ddc2b-c0fc-421f-b4ab-d73aa18da28a-0062e2c0,6480576,335,335
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c760b,10253835,345,345
43e2561b-3deb-485a-b664-4389d4bff467-00844abd,8669885,335,335
88e24203-7e21-443c-9c11-07bb6e2e9591-005f45e1,6243809,335,335
60408cf8-cc17-46e6-920c-4e0575d2eb5f-005fc2fe,6275838,331,331
f4a5c897-2897-4154-b6a8-73301bdccea7-00a83224,11022884,335,335
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd0,10247632,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd1,10247633,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd2,10247634,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd3,10247635,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd4,10247636,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd5,10247637,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd6,10247638,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c5dd7,10247639,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb0e,6814478,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb0f,6814479,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb0a,6814474,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb04,6814468,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb05,6814469,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb00,6814464,341,341
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067fb09,6814473,341,341
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810e9a,8459577,346,346
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810e9b,8459578,346,346
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810e9c,8459579,346,346
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00680268,6816360,346,346
a2d24152-9390-45ba-ae24-75f4561b06b0-009cc7a2,10274722,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b1672,10163826,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b147a,10163325,336,336
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f5f51,6250321,331,331
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f5f52,6250322,335,335
0002c288-bff5-40dd-b183-2d38157c2b26-008135a1,8468213,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-008135a0,8468212,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-008135a3,8468215,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-008135a2,8468214,346,346
17d79427-af64-4698-8d58-164dd5f3c6bf-009d1d5a,10296666,345,345
004ec2d5-5fec-4125-82fa-586590991838-00587030,5795888,331,331
360abefb-1b14-4c85-833b-bf9352a3382b-009a97d0,10135250,345,345
44597f10-b145-47ca-be62-e7a2c5ddd1a1-009c1d00,10243696,335,335
44597f10-b145-47ca-be62-e7a2c5ddd1a1-009c1b06,10243675,335,335
44597f10-b145-47ca-be62-e7a2c5ddd1a1-009c1a00,10243666,335,335
44597f10-b145-47ca-be62-e7a2c5ddd1a1-009c1906,10243657,335,335
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae8,10287848,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae9,10287849,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae4,10287844,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae5,10287845,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae6,10287846,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae7,10287847,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae0,10287840,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae1,10287841,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae2,10287842,345,345
66e5e6ee-f147-4789-8067-bc90f57e1fcd-009cfae3,10287843,345,345
81d8b403-2549-482c-80e8-41797319707a-00843066,8663142,335,335
81d8b403-2549-482c-80e8-41797319707a-00843068,8663144,335,335
81d8b403-2549-482c-80e8-41797319707a-0084306a,8663146,335,335
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810d21,8459492,346,346
29dcaf25-f403-48a0-ae38-53ce059d72b4-00810d20,8459491,346,346
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c29,5999657,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2e,5999662,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2d,5999661,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2f,5999663,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2a,5999658,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2c,5999660,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8c2b,5999659,331,331
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c4,10266820,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c5,10266821,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c6,10266822,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c7,10266823,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c2,10266818,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c3,10266819,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c8,10266824,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8c9,10266825,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8cd,10266829,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8ce,10266830,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8cf,10266831,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8ca,10266826,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8cb,10266827,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca8cc,10266828,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca9c0,10267072,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009ca7c6,10266566,345,345
796e57da-d443-47eb-aaeb-9786610f7ef1-0056e72c,5695276,342,342
56854760-9c59-429a-8a85-b8050f21570a-009ad1a8,10146216,345,345
4119cee8-e5f5-4988-bd5d-f8395ce00fde-007fda98,8379032,346,346
4119cee8-e5f5-4988-bd5d-f8395ce00fde-007fdc90,8379536,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-00807860,8419424,346,346
fef50a18-a951-48ef-955d-e74fb742f0a8-0080786f,8419439,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8ebf,6000319,341,341
8d7041d9-d4b8-489a-a731-4e629ea629ca-006312af,6492847,335,335
3e959ffb-3bc7-4afe-81a0-5be4b9990b6d-008107f1,8459449,346,346
3e959ffb-3bc7-4afe-81a0-5be4b9990b6d-008107f2,8459450,346,346
3e959ffb-3bc7-4afe-81a0-5be4b9990b6d-008107f3,8459451,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7eb2,8355506,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7eb0,8355504,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7eb1,8355505,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7abd,8354493,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7abe,8354494,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f75bc,8353212,346,346
ce697534-5893-478b-9404-efc0fa094def-00733614,7550484,345,345
ce697534-5893-478b-9404-efc0fa094def-00733615,7550485,345,345
6cd2beaf-8211-4086-b8b5-ca761d55fedd-005727c0,5711808,342,342
c5fbbc30-251d-4ca0-91a8-4c16e7126bfc-005f2b56,6237014,331,331
2405568c-25db-4091-a75c-4485e391086d-007d80cb,8224971,345,345
796e57da-d443-47eb-aaeb-9786610f7ef1-0056e5e3,5694947,342,342
3795c249-b512-4efb-9acb-a8afff06195e-009d074b,10291019,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d074c,10291020,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d074a,10291018,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d074f,10291023,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d074d,10291021,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d074e,10291022,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0746,10291014,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0747,10291015,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0745,10291013,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0748,10291016,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0749,10291017,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0145,10289477,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0146,10289478,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0147,10289479,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0148,10289480,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0149,10289481,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d034f,10289999,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d014d,10289485,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d014e,10289486,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d014f,10289487,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d014a,10289482,345,345
