GUID,Id,Kostengruppe,Best_Predicted_Kostengruppe
94fc5799-9589-4442-8681-1ed62493cf20-009ce108,10281224,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce105,10281221,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce104,10281220,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce107,10281223,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce106,10281222,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce101,10281217,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce100,10281216,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce103,10281219,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce102,10281218,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce10a,10281226,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce10c,10281228,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce10b,10281227,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce206,10281478,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce207,10281479,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce204,10281476,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce205,10281477,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce202,10281474,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce203,10281475,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce200,10281472,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce201,10281473,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce00e,10280974,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009ce00f,10280975,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef08,10284808,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef09,10284809,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef06,10284806,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef07,10284807,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef04,10284804,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef05,10284805,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0b,10284811,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0c,10284812,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0a,10284810,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0f,10284815,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0d,10284813,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cef0e,10284814,345,345
d90f31a6-df55-443f-b698-5d56b4cc0fc0-00580abc,5769916,341,341
d90f31a6-df55-443f-b698-5d56b4cc0fc0-00580abb,5769915,341,341
33b1367e-6e54-4698-8e3d-cab17c596c8b-0086e167,8839527,335,335
4119cee8-e5f5-4988-bd5d-f8395ce00fde-007fdcbc,8379580,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056d995,5691914,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056da98,5692056,346,346
dba565fc-301d-4d07-9efd-911df64e981e-0056db9a,5692314,346,346
3795c249-b512-4efb-9acb-a8afff06195e-009cfd96,10288548,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd97,10288549,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd94,10288546,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd95,10288547,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd92,10288544,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd93,10288545,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd90,10288542,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd91,10288543,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd98,10288550,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd99,10288551,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9f,10288557,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9d,10288555,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9e,10288556,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9b,10288553,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9c,10288554,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009cfd9a,10288552,345,345
bc674bf0-292e-456e-ae54-b99087045479-006eec95,7269525,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eec92,7269522,335,335
bc674bf0-292e-456e-ae54-b99087045479-006eec90,7269520,335,335
0002c288-bff5-40dd-b183-2d38157c2b26-00813577,8468175,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813576,8468174,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813579,8468177,346,346
0002c288-bff5-40dd-b183-2d38157c2b26-00813578,8468176,346,346
cf33955d-cd16-4b37-b39f-0baf2a8079d3-00681ba2,6822818,341,341
1f64f170-17e8-4c9f-b793-76accf47b9b3-00903a2d,9452077,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00903a2e,9452078,346,346
1f64f170-17e8-4c9f-b793-76accf47b9b3-00903a2f,9452079,346,346
4d7d829a-62be-4c7c-b42a-bf86702cc9c9-005a5c00,5921792,332,332
a2d24152-9390-45ba-ae24-75f4561b06b0-009cc834,10274868,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cc138,10273080,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cca38,10275384,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b17e0,10164192,345,345
62936de9-8725-455e-8ee1-b76369ffc48b-009b14ea,10163434,345,345
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25e,7909982,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25d,7909981,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25f,7909983,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25a,7909978,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25c,7909980,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b25b,7909979,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b255,7909973,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b254,7909972,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b256,7909974,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b251,7909969,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b250,7909968,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b253,7909971,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b252,7909970,346,346
0a6d6856-7ac3-4db2-bd64-af32aa96d481-0078b259,7909977,346,346
efb62dbb-90a8-4898-8ea8-a572f585b08d-008732ad,8860333,335,335
17d79427-af64-4698-8d58-164dd5f3c6bf-009d1cc9,10296521,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c6083,10248323,345,345
04b1094a-088e-4bde-bdc7-c853898aeed9-009c628e,10248846,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6898,11495576,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6899,11495577,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6896,11495574,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6897,11495575,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6894,11495572,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af6895,11495573,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689f,11495583,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689d,11495581,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689e,11495582,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689b,11495579,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689c,11495580,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af689a,11495578,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009cb320,10269472,345,345
4ca52816-668b-4024-a521-0a2b655dbb71-008dec08,9301000,331,331
1073c111-df3a-40ad-8e48-8203978be9ca-009aff89,10157961,336,336
1073c111-df3a-40ad-8e48-8203978be9ca-009afa85,10156677,345,345
1f7dda17-8368-4b30-a8c5-c1090db46409-009c4cb3,10243251,345,345
b30fa25e-b4b2-408b-b2e0-30e34aeed0d9-0067de74,6807156,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c58,6003800,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c59,6003801,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c54,6003796,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c55,6003797,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c56,6003798,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c57,6003799,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c50,6003792,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c51,6003793,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c52,6003794,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c53,6003795,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9b5f,6003551,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9b5a,6003546,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5d,6003805,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5e,6003806,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5f,6003807,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5a,6003802,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5b,6003803,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9c5c,6003804,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9b59,6003545,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9558,6002008,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9559,6002009,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9552,6002002,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9553,6002003,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9550,6002000,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9551,6002001,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9556,6002006,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9557,6002007,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9554,6002004,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9555,6002005,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955b,6002011,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955c,6002012,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955a,6002010,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955f,6002015,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955d,6002013,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b955e,6002014,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9452,6001746,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9451,6001745,345,345
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b9450,6001744,345,345
1073c111-df3a-40ad-8e48-8203978be9ca-009b03c9,10159049,345,345
bc674bf0-292e-456e-ae54-b99087045479-006ef602,7271938,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef601,7271937,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef600,7271936,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef606,7271942,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef604,7271940,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef608,7271944,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef60c,7271948,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef60a,7271946,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ef60e,7271950,335,335
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b80c2,5996738,341,341
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b80c3,5996739,341,341
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b80c0,5996736,342,342
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b80c1,5996737,341,341
e01b6207-b448-4305-831e-a6b5f5922261-0084e5c1,8709569,335,335
e01b6207-b448-4305-831e-a6b5f5922261-0084e5c0,8709568,335,335
e01b6207-b448-4305-831e-a6b5f5922261-0084e6cf,8709839,335,335
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4b,6000203,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4c,6000204,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4a,6000202,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4f,6000207,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4d,6000205,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e4e,6000206,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e48,6000200,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e49,6000201,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e42,6000194,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e43,6000195,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e40,6000192,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e41,6000193,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e46,6000198,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e47,6000199,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e44,6000196,346,346
5ce91af7-d1cc-4945-a4fd-032332d2a243-005b8e45,6000197,346,346
1f7dda17-8368-4b30-a8c5-c1090db46409-009c3f05,10239749,345,345
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c6ddb,10251739,345,345
3e959ffb-3bc7-4afe-81a0-5be4b9990b6d-00810803,8459467,346,346
3e959ffb-3bc7-4afe-81a0-5be4b9990b6d-00810802,8459466,346,346
34797bc6-903c-4b2d-baba-567340fc3205-009b296c,10168684,345,345
c720ae94-2db6-469c-9e50-f305ae4d1899-0056e1c1,5693889,346,346
4d7d829a-62be-4c7c-b42a-bf86702cc9c9-005a5bff,5921791,332,332
4d7d829a-62be-4c7c-b42a-bf86702cc9c9-005a5bfe,5921790,332,332
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588186,5801246,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e83,5803651,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e82,5803650,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e81,5803649,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e80,5803648,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e87,5803655,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e86,5803654,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e85,5803653,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e84,5803652,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e89,5803657,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e88,5803656,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588c83,5803139,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8c,5803660,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8b,5803659,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8a,5803658,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8f,5803663,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8e,5803662,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e8d,5803661,331,331
1073c111-df3a-40ad-8e48-8203978be9ca-009afd72,10157426,336,336
1073c111-df3a-40ad-8e48-8203978be9ca-009afc72,10157170,336,336
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9620,10262048,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9621,10262049,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9d28,10263848,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9c28,10263592,345,345
34797bc6-903c-4b2d-baba-567340fc3205-009b347a,10171514,345,345
1bd1d2b8-d11c-4dbe-a19c-a60b8aa6fc1c-0056d6e1,5691902,346,346
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7478,5993592,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7479,5993593,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7476,5993590,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7477,5993591,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7474,5993588,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7475,5993589,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7472,5993586,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7473,5993587,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7470,5993584,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b7471,5993585,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b747d,5993597,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b747b,5993595,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b747c,5993596,331,331
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b747a,5993594,331,331
4266dab0-bf49-4dc3-ad4b-74f04792e9d9-009c742f,10253359,345,345
b8e256c7-68c6-418f-bf6c-f33914340c2e-00852fbd,8728509,335,335
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8690,5998224,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8691,5998225,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8692,5998226,345,345
d0335d38-eb0c-41a3-a2c6-262f253ee351-005b8693,5998227,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cd9ec,10279404,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cd9eb,10279403,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cddea,10280426,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cddeb,10280427,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cddec,10280428,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdded,10280429,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cddee,10280430,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde8,10280424,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde9,10280425,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde0,10280416,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde1,10280417,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde2,10280418,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde3,10280419,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde4,10280420,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde5,10280421,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde6,10280422,345,345
94fc5799-9589-4442-8681-1ed62493cf20-009cdde7,10280423,345,345
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e73,5803635,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e72,5803634,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e71,5803633,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e70,5803632,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e77,5803639,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e76,5803638,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e75,5803637,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e74,5803636,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e79,5803641,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e78,5803640,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7c,5803644,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7b,5803643,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7a,5803642,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7f,5803647,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7e,5803646,331,331
b4bc2835-32c8-475d-b862-f856a4fa0c27-00588e7d,5803645,331,331
199a455d-3958-4e9d-b1f9-340435b88462-00846708,8677128,335,335
199a455d-3958-4e9d-b1f9-340435b88462-00846702,8677122,335,335
199a455d-3958-4e9d-b1f9-340435b88462-00846701,8677121,335,335
199a455d-3958-4e9d-b1f9-340435b88462-00846706,8677126,335,335
199a455d-3958-4e9d-b1f9-340435b88462-00846707,8677127,335,335
199a455d-3958-4e9d-b1f9-340435b88462-00846704,8677124,335,335
199a455d-3958-4e9d-b1f9-340435b88462-0084670b,8677131,335,335
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9591,10261905,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9590,10261904,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9593,10261907,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9592,10261906,345,345
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f5f84,6250372,331,331
3437daf3-8e13-4b24-a4a1-804b7ee3a10d-005f5f85,6250373,335,335
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccf04,10276612,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccf00,10276608,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccf01,10276609,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccf02,10276610,345,345
b6e87c8e-06eb-45ce-b073-33361bf4d3b9-009ccf03,10276611,345,345
effbe8c2-7893-4748-a8f5-35fb148d2201-0056edf6,5697014,341,341
de31221e-3c9a-41f3-a4d2-de9da4d300e2-005ec2aa,6210218,335,335
a2d24152-9390-45ba-ae24-75f4561b06b0-009c8b84,10259332,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c8b82,10259330,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c8b83,10259331,345,345
a2d24152-9390-45ba-ae24-75f4561b06b0-009c8b81,10259329,345,345
438921d5-a441-4b94-9bac-7830c7ea34fe-00727379,7500665,345,345
dba565fc-301d-4d07-9efd-911df64e981e-0056dae1,5692129,346,346
a2d24152-9390-45ba-ae24-75f4561b06b0-009c9ed4,10264276,345,345
ed598b96-47bb-49d7-b53f-d39c3c368c87-0080a084,8429700,346,346
22f69f04-000e-46f4-b5b1-4b2f55586395-0056fab9,5700281,341,341
62936de9-8725-455e-8ee1-b76369ffc48b-009b141e,10163324,345,345
bc674bf0-292e-456e-ae54-b99087045479-006ee1ed,7266797,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1ef,7266799,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1eb,7266795,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e4,7266788,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e5,7266789,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e6,7266790,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e7,7266791,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e1,7266785,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e2,7266786,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee1e3,7266787,335,335
bc674bf0-292e-456e-ae54-b99087045479-006ee8e1,7268577,335,335
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f85ec,8357356,346,346
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f85ed,8357357,346,346
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67e9,11495401,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67ea,11495402,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67ec,11495404,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67eb,11495403,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67ee,11495406,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67ed,11495405,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af67ef,11495407,345,345
3df63c4c-4b0a-4588-bbe0-1e1fde8ec887-00af61ee,11493870,345,345
240f1dc1-b889-4cb3-b023-f85aa6cd088e-00649464,6591588,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f93,10293139,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f92,10293138,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f91,10293137,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f90,10293136,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f97,10293143,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f96,10293142,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f95,10293141,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f94,10293140,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f99,10293145,345,345
3795c249-b512-4efb-9acb-a8afff06195e-009d0f98,10293144,345,345
7ee9c0ac-2717-4a79-9eac-a90493527ffa-0080050d,8389901,346,346
7ee9c0ac-2717-4a79-9eac-a90493527ffa-0080050a,8389898,346,346
7ee9c0ac-2717-4a79-9eac-a90493527ffa-00800504,8389892,346,346
7ee9c0ac-2717-4a79-9eac-a90493527ffa-00800507,8389895,346,346
2c3bb12c-0b08-4b12-be4e-bbd5c09cd01f-00af377f,11483007,345,345
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c98,8682648,335,335
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c99,8682649,335,335
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c97,8682647,335,335
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c9b,8682651,335,335
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c9d,8682653,335,335
ee8c98ba-e468-48ce-86d4-30511691e9a4-00847c9e,8682654,335,335
44597f10-b145-47ca-be62-e7a2c5ddd1a1-009c1c2c,10243687,335,335
72a06dcb-94a2-4cae-984b-eaf18a823fca-007f7616,8353302,346,346
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d0b,5999883,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d0c,5999884,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d0a,5999882,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d0d,5999885,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d0e,5999886,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d02,5999874,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d03,5999875,331,331
a3a38aaa-7375-4734-bc3f-4decca6475b9-005b8d00,5999872,331,331
